Country,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,,,,,,,,,,,,,,,,,,,,
Country,League,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Netherlands,Eredivisie,12/08/99,Sparta,Willem II,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,13/08/99,Den Bosch,Feyenoord,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,14/08/99,Cambuur,Vitesse,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,14/08/99,For Sittard,AZ Alkmaar,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,14/08/99,Graafschap,Roda JC,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,14/08/99,PSV Eindhoven,MVV Maastricht,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,15/08/99,Ajax,Heerenveen,3.0,2.0,H,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,15/08/99,Utrecht,Nijmegen,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,15/08/99,Waalwijk,Twente,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,20/08/99,MVV Maastricht,Ajax,2.0,6.0,A,1.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,21/08/99,Den Bosch,Graafschap,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,21/08/99,Heerenveen,Sparta,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,21/08/99,Roda JC,Waalwijk,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,21/08/99,Twente,Nijmegen,4.0,2.0,H,1.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,21/08/99,Willem II,For Sittard,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,22/08/99,Feyenoord,Cambuur,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,22/08/99,Vitesse,PSV Eindhoven,1.0,6.0,A,1.0,3.0,A,,,,,,,,,,,
Netherlands,Eredivisie,27/08/99,Cambuur,Ajax,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,28/08/99,PSV Eindhoven,For Sittard,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,28/08/99,Roda JC,Nijmegen,4.0,3.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,28/08/99,Vitesse,MVV Maastricht,6.0,2.0,H,4.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,28/08/99,Willem II,Den Bosch,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,29/08/99,Feyenoord,Heerenveen,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,29/08/99,Utrecht,Twente,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,29/08/99,Waalwijk,AZ Alkmaar,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,10/09/99,Ajax,Feyenoord,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,10/09/99,AZ Alkmaar,Roda JC,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,11/09/99,For Sittard,Waalwijk,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,11/09/99,Heerenveen,Willem II,2.0,4.0,A,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,11/09/99,MVV Maastricht,Cambuur,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,11/09/99,Twente,Vitesse,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,12/09/99,Graafschap,PSV Eindhoven,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,12/09/99,Sparta,Utrecht,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,15/09/99,AZ Alkmaar,Utrecht,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,15/09/99,Sparta,Graafschap,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,17/09/99,Cambuur,Twente,1.0,3.0,A,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,18/09/99,Den Bosch,MVV Maastricht,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,18/09/99,Feyenoord,For Sittard,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,18/09/99,Willem II,AZ Alkmaar,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,19/09/99,Roda JC,Heerenveen,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,19/09/99,Utrecht,Graafschap,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,19/09/99,Vitesse,Sparta,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,19/09/99,Waalwijk,Ajax,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,24/09/99,Ajax,Vitesse,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,25/09/99,Heerenveen,Twente,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,25/09/99,PSV Eindhoven,Willem II,6.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,25/09/99,Roda JC,For Sittard,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,26/09/99,Cambuur,AZ Alkmaar,2.0,4.0,A,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,26/09/99,Den Bosch,Utrecht,3.0,2.0,H,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,26/09/99,Feyenoord,Waalwijk,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,26/09/99,Graafschap,Nijmegen,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,26/09/99,Sparta,MVV Maastricht,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,29/09/99,Nijmegen,Den Bosch,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,01/10/99,MVV Maastricht,Heerenveen,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,02/10/99,For Sittard,Cambuur,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,02/10/99,PSV Eindhoven,Sparta,7.0,0.0,H,3.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,02/10/99,Twente,Den Bosch,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,02/10/99,Waalwijk,Graafschap,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,03/10/99,AZ Alkmaar,Feyenoord,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,03/10/99,Utrecht,Roda JC,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,03/10/99,Vitesse,Nijmegen,5.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,03/10/99,Willem II,Ajax,3.0,6.0,A,1.0,3.0,A,,,,,,,,,,,
Netherlands,Eredivisie,10/10/99,Graafschap,MVV Maastricht,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,11/10/99,Sparta,Roda JC,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,12/10/99,Cambuur,Willem II,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,12/10/99,Feyenoord,Vitesse,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,13/10/99,Ajax,For Sittard,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,13/10/99,Den Bosch,AZ Alkmaar,2.0,3.0,A,2.0,3.0,A,,,,,,,,,,,
Netherlands,Eredivisie,13/10/99,Heerenveen,Utrecht,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,13/10/99,Nijmegen,Twente,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,13/10/99,Waalwijk,PSV Eindhoven,1.0,6.0,A,0.0,3.0,A,,,,,,,,,,,
Netherlands,Eredivisie,15/10/99,Roda JC,Feyenoord,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,
Netherlands,Eredivisie,16/10/99,For Sittard,Heerenveen,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,16/10/99,MVV Maastricht,Utrecht,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,16/10/99,Vitesse,Cambuur,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,16/10/99,Willem II,Waalwijk,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,17/10/99,Graafschap,Twente,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,17/10/99,Nijmegen,Ajax,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,
Netherlands,Eredivisie,17/10/99,PSV Eindhoven,Den Bosch,7.0,0.0,H,4.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,17/10/99,Sparta,AZ Alkmaar,3.0,6.0,A,3.0,3.0,D,,,,,,,,,,,
Netherlands,Eredivisie,22/10/99,AZ Alkmaar,Heerenveen,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,23/10/99,Cambuur,Graafschap,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,23/10/99,For Sittard,Sparta,3.0,2.0,H,2.0,2.0,D,,,,,,,,,,,
Netherlands,Eredivisie,23/10/99,PSV Eindhoven,Twente,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,23/10/99,Willem II,MVV Maastricht,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,24/10/99,Ajax,Den Bosch,6.0,1.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,24/10/99,Feyenoord,Nijmegen,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,24/10/99,Roda JC,Vitesse,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,
Netherlands,Eredivisie,24/10/99,Utrecht,Waalwijk,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,27/10/99,Heerenveen,Graafschap,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,
Netherlands,Eredivisie,27/10/99,Twente,Sparta,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,
Netherlands,Eredivisie,27/10/99,Waalwijk,Nijmegen,4.0,2.0,H,1.0,2.0,A,,,,,,,,,,,
Netherlands,Eredivisie,29/10/99,Ajax,Roda JC,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,
